clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A2	A3	A4	A5	A6	A7	A8	A9	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120
d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_japonica	39	6	18	2	4	1	2	3	24	20	2	16	3	29	7	2	2	41	22	132	7	12	3	5	9	3	1	6	1	13	8	5	4	0	0	4	6
d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Candidatus_Nitrospira_inopinata	55	4	59	0	2	4	5	2	33	60	5	11	6	51	8	21	6	131	44	195	42	75	2	4	6	2	0	7	5	4	25	1	0	1	18	2	0
d__Bacteria|p__Deferribacteres	175	59	338	57	53	63	27	33	396	342	69	122	64	340	19	79	40	3614	1321	1801	498	120	42	93	201	77	2	111	142	152	182	39	26	18	49	60	29
d__Bacteria|p__Deferribacteres|c__Deferribacteres	175	59	338	57	53	63	27	33	396	342	69	122	64	340	19	79	40	3614	1321	1801	498	120	42	93	201	77	2	111	142	152	182	39	26	18	49	60	29
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales	175	59	338	57	53	63	27	33	396	342	69	122	64	340	19	79	40	3614	1321	1801	498	120	42	93	201	77	2	111	142	152	182	39	26	18	49	60	29
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae	175	59	338	57	53	63	27	33	396	342	69	122	64	340	19	79	40	3614	1321	1801	498	120	42	93	201	77	2	111	142	152	182	39	26	18	49	60	29
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Calditerrivibrio	11	10	53	7	16	16	5	5	74	60	22	18	17	71	6	28	8	56	12	271	135	11	8	24	52	26	0	19	10	18	29	5	3	2	10	14	4
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Calditerrivibrio|s__Calditerrivibrio_nitroreducens	11	10	53	7	16	16	5	5	74	60	22	18	17	71	6	28	8	56	12	271	135	11	8	24	52	26	0	19	10	18	29	5	3	2	10	14	4
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Flexistipes	14	5	73	15	5	10	5	9	94	66	10	44	7	55	2	9	5	677	354	214	102	51	5	10	19	16	1	23	31	34	24	2	11	3	17	21	9
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Flexistipes|s__Flexistipes_sinusarabici	14	5	73	15	5	10	5	9	94	66	10	44	7	55	2	9	5	677	354	214	102	51	5	10	19	16	1	23	31	34	24	2	11	3	17	21	9
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Geovibrio	32	13	69	8	13	15	3	7	62	74	15	20	15	57	6	13	10	1043	241	198	49	21	1	3	25	3	0	8	8	9	6	8	1	4	3	5	2
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Geovibrio|s__Geovibrio_thiophilus	32	13	69	8	13	15	3	7	62	74	15	20	15	57	6	13	10	1043	241	198	49	21	1	3	25	3	0	8	8	9	6	8	1	4	3	5	2
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio	52	11	33	18	5	20	4	9	52	90	8	17	14	110	3	13	4	684	235	822	111	9	10	23	51	10	0	17	32	22	57	11	2	4	13	13	4
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio|s__Denitrovibrio_acetiphilus	52	11	33	18	5	20	4	9	52	90	8	17	14	110	3	13	4	684	235	822	111	9	10	23	51	10	0	17	32	22	57	11	2	4	13	13	4
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Deferribacter	65	19	109	9	13	2	10	3	113	52	14	23	11	47	2	16	13	1152	479	294	101	26	18	33	54	22	1	44	61	69	66	13	9	5	6	5	10
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Deferribacter|s__Deferribacter_desulfuricans	65	19	109	9	13	2	10	3	113	52	14	23	11	47	2	16	13	1152	479	294	101	26	18	33	54	22	1	44	61	69	66	13	9	5	6	5	10
d__Bacteria|s__bacterium_2013Arg42i	1	8	2	3	1	0	7	1	18	9	5	12	7	16	0	0	2	42	41	30	28	2	3	5	20	2	1	12	18	13	10	0	0	0	3	7	2
d__Bacteria|g__Vampirococcus	8	6	61	9	4	8	7	4	44	48	6	38	7	65	5	49	10	175	123	199	91	53	1	12	10	7	0	6	14	16	7	2	2	0	1	4	16
d__Bacteria|g__Vampirococcus|s__Vampirococcus_sp._LiM	8	6	61	9	4	8	7	4	44	48	6	38	7	65	5	49	10	175	123	199	91	53	1	12	10	7	0	6	14	16	7	2	2	0	1	4	16
d__Bacteria|s__Candidatus_Dependentiae_bacterium_(ex_Spumella_elongata_CCAP_955/1)	5	5	11	2	0	6	1	2	18	7	4	7	4	20	2	12	7	23	3	58	16	2	3	53	7	5	0	5	3	6	12	2	0	0	0	8	1
d__Bacteria|c__Candidatus_Babeliae	6	1	18	2	3	4	5	4	35	24	2	8	7	41	2	13	3	70	20	117	57	7	1	12	48	4	0	9	13	32	50	1	2	1	5	8	8
d__Bacteria|c__Candidatus_Babeliae|o__Candidatus_Babeliales	6	1	18	2	3	4	5	4	35	24	2	8	7	41	2	13	3	70	20	117	57	7	1	12	48	4	0	9	13	32	50	1	2	1	5	8	8
d__Bacteria|c__Candidatus_Babeliae|o__Candidatus_Babeliales|f__Candidatus_Babeliaceae	6	1	18	2	3	4	5	4	35	24	2	8	7	41	2	13	3	70	20	117	57	7	1	12	48	4	0	9	13	32	50	1	2	1	5	8	8
d__Bacteria|c__Candidatus_Babeliae|o__Candidatus_Babeliales|f__Candidatus_Babeliaceae|g__Candidatus_Babela	6	1	18	2	3	4	5	4	35	24	2	8	7	41	2	13	3	70	20	117	57	7	1	12	48	4	0	9	13	32	50	1	2	1	5	8	8
d__Bacteria|c__Candidatus_Babeliae|o__Candidatus_Babeliales|f__Candidatus_Babeliaceae|g__Candidatus_Babela|s__Candidatus_Babela_massiliensis	6	1	18	2	3	4	5	4	35	24	2	8	7	41	2	13	3	70	20	117	57	7	1	12	48	4	0	9	13	32	50	1	2	1	5	8	8
d__Bacteria|p__Candidatus_Bipolaricaulota	15	2	11	2	0	1	0	1	10	19	5	11	2	22	8	2	4	126	64	17	11	2	1	3	1	1	0	0	4	11	5	2	0	1	0	0	4
d__Bacteria|p__Candidatus_Bipolaricaulota|g__Candidatus_Bipolaricaulis	15	2	11	2	0	1	0	1	10	19	5	11	2	22	8	2	4	126	64	17	11	2	1	3	1	1	0	0	4	11	5	2	0	1	0	0	4
d__Bacteria|p__Candidatus_Bipolaricaulota|g__Candidatus_Bipolaricaulis|s__Candidatus_Bipolaricaulis_anaerobius	15	2	11	2	0	1	0	1	10	19	5	11	2	22	8	2	4	126	64	17	11	2	1	3	1	1	0	0	4	11	5	2	0	1	0	0	4
d__Bacteria|p__Candidatus_Gracilibacteria	36	374	44	38	510	15	473	17	3101	5349	32	860	197	2054	1	2	667	416	137	77	89	3	558	10	23	14	0	33	35	187	318	6	491	87	145	112	278
d__Bacteria|p__Candidatus_Gracilibacteria|s__Candidatus_Gracilibacteria_bacterium_HOT-871	36	374	44	38	510	15	473	17	3101	5349	32	860	197	2054	1	2	667	416	137	77	89	3	558	10	23	14	0	33	35	187	318	6	491	87	145	112	278
d__Bacteria|p__Candidatus_Saccharibacteria	192	3460	1161	217	2874	535	915	408	5223	12142	194	2971	663	3915	326	121	1403	122396	94335	182002	128489	5077	14136	17318	56112	9220	91	5205	9580	10361	30624	2461	5728	5283	25478	24794	6572
d__Bacteria|p__Candidatus_Saccharibacteria|s__TM7_phylum_sp._oral_taxon_952	0	0	0	0	275	0	0	0	196	3251	0	0	0	0	0	0	113	5258	493	3253	25983	0	217	0	192	516	0	0	0	0	5180	0	164	762	3281	1358	0
d__Bacteria|p__Candidatus_Saccharibacteria|s__Candidatus_Saccharibacteria_oral_taxon_TM7x	0	1520	331	0	447	0	0	0	1276	5065	0	0	0	1994	0	0	184	42782	56160	103690	42294	1600	8132	10550	31659	5037	0	2841	5296	5769	9975	1539	1069	2479	13352	14730	0
d__Bacteria|p__Candidatus_Saccharibacteria|s__Candidatus_Saccharibacteria_bacterium_YM_S32_TM7_50_20	0	29	13	2	23	0	4	2	50	32	8	23	7	37	2	0	14	1328	397	1579	666	114	48	32	109	34	2	20	69	34	124	6	7	28	319	94	26
d__Bacteria|p__Candidatus_Saccharibacteria|g__Candidatus_Saccharimonas	5	79	56	4	52	2	14	4	110	65	6	43	20	82	1	2	36	2968	1352	2377	1689	177	192	206	459	105	1	45	161	132	500	36	16	82	473	219	56
d__Bacteria|p__Candidatus_Saccharibacteria|g__Candidatus_Saccharimonas|s__Candidatus_Saccharimonas_aalborgensis	5	79	56	4	52	2	14	4	110	65	6	43	20	82	1	2	36	2968	1352	2377	1689	177	192	206	459	105	1	45	161	132	500	36	16	82	473	219	56
d__Bacteria|p__Candidatus_Saccharibacteria|s__TM7_phylum_sp._oral_taxon_957	39	763	304	30	616	226	209	103	1415	2143	92	2020	333	775	188	38	330	26387	17082	31367	26990	1118	2675	3032	8245	1610	65	1035	1645	1757	6916	468	673	899	4594	3933	3793
d__Bacteria|p__Candidatus_Saccharibacteria|s__TM7_phylum_sp._oral_taxon_955	52	402	134	41	173	271	490	201	680	366	42	113	132	477	11	33	282	6185	2908	6608	6042	253	575	716	2284	282	4	285	514	466	1808	65	3260	206	721	601	905
d__Bacteria|p__Candidatus_Saccharibacteria|s__TM7_phylum_sp._oral_taxon_488	95	666	322	138	1287	35	197	97	1494	1218	45	771	170	548	123	46	442	37485	15941	33124	24822	1815	2296	2781	13161	1634	18	977	1894	2201	6118	345	537	825	2735	3857	1790
d__Bacteria|p__Thermotogae	280	173	726	150	122	155	94	142	1233	1089	188	390	395	1084	79	219	147	5438	2931	6156	2215	272	105	263	507	247	19	235	341	493	565	153	76	34	209	133	89
d__Bacteria|p__Thermotogae|c__Thermotogae	280	173	726	150	122	155	94	142	1233	1089	188	390	395	1084	79	219	147	5438	2931	6156	2215	272	105	263	507	247	19	235	341	493	565	153	76	34	209	133	89
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales	21	18	52	12	8	12	10	22	150	185	11	41	35	104	13	29	17	708	555	431	211	43	2	21	28	24	2	36	26	57	45	18	12	3	15	14	25
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae	21	18	52	12	8	12	10	22	150	185	11	41	35	104	13	29	17	708	555	431	211	43	2	21	28	24	2	36	26	57	45	18	12	3	15	14	25
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga	5	5	20	5	3	1	6	17	80	44	3	24	22	71	8	14	6	425	350	132	63	25	1	13	11	10	1	15	4	4	8	9	5	3	0	6	8
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_prima	5	5	20	5	3	1	6	17	80	44	3	24	22	71	8	14	6	425	350	132	63	25	1	13	11	10	1	15	4	4	8	9	5	3	0	6	8
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga	16	13	32	7	5	11	4	5	70	141	8	17	13	33	5	15	11	283	205	299	148	18	1	8	17	14	1	21	22	53	37	9	7	0	15	8	17
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_pacifica	4	5	5	4	1	5	1	2	23	51	3	10	9	10	2	11	1	240	147	220	13	13	0	7	7	8	0	14	20	27	11	5	6	0	10	2	12
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_olearia	12	8	27	3	4	6	3	3	47	90	5	7	4	23	3	4	9	42	57	79	135	5	1	1	9	6	1	7	2	26	26	4	1	0	4	6	5
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales	103	30	207	34	32	28	19	39	334	187	46	92	87	296	20	49	49	922	466	2688	666	97	42	147	187	113	6	83	118	125	138	33	26	10	72	46	20
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae	103	30	207	34	32	28	19	39	334	187	46	92	87	296	20	49	49	922	466	2688	666	97	42	147	187	113	6	83	118	125	138	33	26	10	72	46	20
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga	13	9	30	2	6	6	4	7	103	37	8	25	16	99	8	4	8	175	99	923	227	48	16	53	47	37	2	32	20	35	31	13	4	4	25	19	7
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_mobilis	13	9	30	2	6	6	4	7	103	37	8	25	16	99	8	4	8	175	99	923	227	48	16	53	47	37	2	32	20	35	31	13	4	4	25	19	7
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga	24	7	43	16	12	8	4	19	76	75	19	20	38	51	7	2	15	101	43	1497	301	11	11	43	86	41	4	31	25	33	50	13	8	2	20	9	2
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga|s__Defluviitoga_tunisiensis	24	7	43	16	12	8	4	19	76	75	19	20	38	51	7	2	15	101	43	1497	301	11	11	43	86	41	4	31	25	33	50	13	8	2	20	9	2
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga	66	14	133	16	13	13	11	13	154	75	18	46	32	146	4	42	26	645	323	267	137	37	14	51	53	34	0	20	72	56	57	7	14	4	27	18	11
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_piezophila	53	0	133	12	0	0	2	0	48	0	18	3	21	65	4	0	0	71	184	65	0	3	2	0	0	6	0	12	43	48	16	2	7	0	9	14	6
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_sp._1137	12	14	0	3	13	13	8	13	105	75	0	42	10	80	0	42	26	573	139	201	137	33	11	51	53	27	0	7	28	7	40	4	6	4	17	3	4
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales	155	124	466	104	81	115	65	80	749	716	131	256	272	684	46	141	80	3807	1910	3036	1338	132	61	95	292	109	10	115	196	311	381	101	37	21	122	73	43
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	76	39	268	43	34	86	29	44	266	328	44	100	127	366	12	82	26	1351	643	977	422	60	21	44	133	36	4	49	83	163	150	17	15	7	43	31	18
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga	29	13	123	17	12	59	8	25	94	184	22	35	43	193	5	54	12	654	419	275	107	35	8	19	62	27	3	26	59	123	84	17	7	3	17	17	9
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_lettingae	0	0	0	0	0	0	0	10	15	0	0	7	0	0	0	0	0	0	0	0	0	11	0	6	7	0	0	5	22	0	17	0	0	0	9	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_elfii	0	0	85	0	4	0	0	6	23	48	5	0	5	16	0	0	3	0	0	0	0	0	0	0	15	0	0	8	0	9	3	10	1	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_thermarum	8	9	32	5	3	5	4	9	28	34	11	13	18	38	2	9	5	329	153	116	84	11	6	8	35	11	3	9	18	111	48	7	4	3	7	5	5
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_hypogea	20	3	6	11	5	54	3	0	27	102	6	14	20	138	2	44	4	324	265	159	22	12	1	4	4	15	0	4	19	3	16	0	2	0	1	11	3
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga	47	25	145	25	22	26	21	18	171	144	22	65	84	172	7	27	14	696	224	701	315	25	13	25	70	9	1	23	23	40	66	0	7	4	25	13	9
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._RQ2	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_maritima	0	0	2	0	0	0	0	0	34	15	0	3	28	0	0	0	0	137	59	112	87	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_naphthophila	0	2	15	5	0	0	0	0	0	7	0	0	4	28	0	6	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_neapolitana	8	0	2	0	2	0	0	0	0	0	0	0	0	5	0	0	3	37	0	113	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	5
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_petrophila	7	15	2	3	6	0	0	0	0	0	0	3	0	4	0	0	0	0	58	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_caldifontis	2	3	18	1	2	0	2	0	11	31	0	1	0	3	1	1	2	61	23	51	63	14	6	0	11	1	0	8	0	7	7	0	1	0	2	2	1
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_profunda	4	1	13	2	7	3	7	3	22	18	2	12	4	19	0	7	5	247	61	257	75	11	6	14	16	7	0	14	9	32	12	0	1	4	2	4	2
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._RQ7	3	0	12	3	2	4	0	2	37	10	13	24	10	64	0	0	3	160	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._Cell2	15	2	17	0	0	0	0	3	6	49	0	5	0	27	0	0	0	52	0	0	80	0	0	0	16	0	1	0	3	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._2812B	6	1	60	9	1	18	11	9	33	12	6	15	36	19	5	12	0	0	21	3	0	0	0	0	0	0	0	0	0	0	46	0	0	0	6	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae	79	85	198	61	47	29	36	36	482	387	86	156	145	318	34	59	54	2456	1266	2059	916	72	40	51	159	73	6	66	113	147	231	83	22	14	79	42	25
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho	39	45	118	29	26	15	16	21	269	233	55	96	83	203	21	45	40	795	385	1082	392	25	25	28	91	24	4	37	61	84	140	29	15	11	51	22	15
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1070	0	0	0	0	11	0	0	0	0	62	0	18	0	15	0	0	0	236	72	0	0	0	0	16	21	14	0	0	0	41	47	0	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1063	7	0	47	0	0	0	0	0	86	16	0	4	42	43	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_africanus	17	24	41	17	9	11	8	16	141	78	33	55	26	114	7	11	22	288	173	841	309	10	17	6	39	3	0	18	33	27	42	15	9	10	22	17	11
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_melanesiensis	14	21	29	12	5	3	8	4	41	76	21	18	14	30	14	34	18	263	139	241	83	14	7	5	30	6	4	19	28	15	50	13	5	1	29	4	3
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium	40	40	79	31	21	13	19	14	212	154	31	60	61	114	13	14	13	1660	880	976	523	46	15	23	68	49	2	29	51	62	90	54	7	2	27	20	10
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_islandicum	0	6	7	11	9	0	2	6	33	28	4	20	19	21	0	3	0	63	71	113	85	7	0	0	12	4	0	7	7	0	7	0	0	0	3	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_changbaicum	15	0	6	0	0	1	0	0	23	30	4	0	3	32	0	0	0	46	0	20	41	5	0	0	0	0	0	0	0	0	6	39	0	0	3	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_nodosum	9	16	24	9	6	4	8	4	59	48	13	16	14	15	1	1	6	443	198	328	82	1	3	11	31	8	0	12	21	16	21	4	1	2	4	10	1
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_pennivorans	14	16	40	10	5	7	8	3	96	47	9	23	24	44	12	9	6	1106	611	514	313	32	11	12	24	35	2	9	23	46	54	11	5	0	16	9	9
d__Bacteria|p__Acidobacteria	285	75	425	50	96	56	66	29	472	702	95	257	98	408	69	80	119	3748	1364	4527	2240	1016	45	84	226	109	16	128	183	293	226	56	81	3	52	91	76
d__Bacteria|p__Acidobacteria|c__Blastocatellia	25	6	29	2	8	5	4	5	44	91	6	24	7	30	11	6	5	54	30	134	99	19	5	10	15	4	0	10	12	10	25	8	2	0	6	11	2
d__Bacteria|p__Acidobacteria|c__Blastocatellia|g__Chloracidobacterium	25	6	29	2	8	5	4	5	44	91	6	24	7	30	11	6	5	54	30	134	99	19	5	10	15	4	0	10	12	10	25	8	2	0	6	11	2
d__Bacteria|p__Acidobacteria|c__Blastocatellia|g__Chloracidobacterium|s__Chloracidobacterium_thermophilum	25	6	29	2	8	5	4	5	44	91	6	24	7	30	11	6	5	54	30	134	99	19	5	10	15	4	0	10	12	10	25	8	2	0	6	11	2
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria	27	4	43	7	6	2	8	3	39	32	9	8	7	13	6	4	20	211	167	869	146	354	4	7	64	30	5	23	22	43	54	6	8	0	8	8	7
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae	27	4	43	7	6	2	8	3	39	32	9	8	7	13	6	4	20	211	167	869	146	354	4	7	64	30	5	23	22	43	54	6	8	0	8	8	7
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae|g__Luteitalea	27	4	43	7	6	2	8	3	39	32	9	8	7	13	6	4	20	211	167	869	146	354	4	7	64	30	5	23	22	43	54	6	8	0	8	8	7
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae|g__Luteitalea|s__Luteitalea_pratensis	27	4	43	7	6	2	8	3	39	32	9	8	7	13	6	4	20	211	167	869	146	354	4	7	64	30	5	23	22	43	54	6	8	0	8	8	7
d__Bacteria|p__Acidobacteria|c__Acidobacteriia	233	65	353	41	82	49	54	21	389	579	80	225	84	365	52	70	94	3483	1167	3524	1995	643	36	67	147	75	11	95	149	240	147	42	71	3	38	72	67
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	28	7	56	4	5	5	8	0	28	79	6	20	9	42	7	15	4	115	26	272	108	27	5	4	12	10	0	2	6	11	17	2	3	0	7	10	6
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae	28	7	56	4	5	5	8	0	28	79	6	20	9	42	7	15	4	115	26	272	108	27	5	4	12	10	0	2	6	11	17	2	3	0	7	10	6
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae|g__Candidatus_Solibacter	28	7	56	4	5	5	8	0	28	79	6	20	9	42	7	15	4	115	26	272	108	27	5	4	12	10	0	2	6	11	17	2	3	0	7	10	6
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae|g__Candidatus_Solibacter|s__Candidatus_Solibacter_usitatus	28	7	56	4	5	5	8	0	28	79	6	20	9	42	7	15	4	115	26	272	108	27	5	4	12	10	0	2	6	11	17	2	3	0	7	10	6
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	205	58	297	37	77	44	46	21	361	500	74	205	75	323	45	55	90	3368	1141	3252	1887	616	31	63	135	65	11	93	143	229	130	40	68	3	31	62	61
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	205	58	297	37	77	44	46	21	361	500	74	205	75	323	45	55	90	3368	1141	3252	1887	616	31	63	135	65	11	93	143	229	130	40	68	3	31	62	61
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidisarcina	15	6	14	3	11	4	4	1	17	23	5	13	5	24	4	4	8	60	44	131	37	15	6	1	18	4	0	14	21	22	11	4	1	0	3	2	4
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidisarcina|s__Acidisarcina_polymorpha	15	6	14	3	11	4	4	1	17	23	5	13	5	24	4	4	8	60	44	131	37	15	6	1	18	4	0	14	21	22	11	4	1	0	3	2	4
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter	19	2	65	4	3	4	3	2	57	87	16	15	2	45	3	11	3	237	126	324	201	14	1	9	2	18	2	19	10	24	16	7	21	0	3	8	10
